rank	gene	longname	codelen	nnei	nncd	nsil	nmis	nstp	nspl	nind	nnon	npat	nsite	pCV	pCL	pFN	p	q
3016	ZNF749	zinc finger protein 749	2345	14	0	0	1	0	0	0	1	1	1	3.299646e-01	NaN	NaN	3.299646e-01	1
3017	DGKA	diacylglycerol kinase, alpha 80kDa	2300	10	0	0	3	0	0	0	3	3	3	9.998252e-02	1	8.520000e-01	3.302183e-01	1
3018	SLC2A5	solute carrier family 2 (facilitated glucose/fructose transporter), member 5	1712	43	0	0	1	0	0	0	1	1	1	3.302889e-01	NaN	NaN	3.302889e-01	1
3019	ST6GALNAC4	ST6 (alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3)-N-acetylgalactosaminide alpha-2,6-sialyltransferase 4	929	143	0	0	1	0	0	0	1	1	1	3.304362e-01	NaN	NaN	3.304362e-01	1
3020	MAP3K10	mitogen-activated protein kinase kinase kinase 10	2901	12	0	0	1	0	0	0	1	1	1	3.304720e-01	NaN	NaN	3.304720e-01	1
3021	RXRG	retinoid X receptor, gamma	1483	137	0	0	1	0	0	0	1	1	1	3.305624e-01	NaN	NaN	3.305624e-01	1
3022	PTK2	PTK2 protein tyrosine kinase 2	3349	11	2	0	1	0	0	0	1	1	1	3.306246e-01	NaN	NaN	3.306246e-01	1
3023	PAX3	paired box 3	1677	46	0	0	1	0	0	0	1	1	1	3.306295e-01	NaN	NaN	3.306295e-01	1
3024	KLHL25	kelch-like 25 (Drosophila)	1778	36	0	0	1	0	0	0	1	1	1	3.308204e-01	NaN	NaN	3.308204e-01	1
3025	FGL2	fibrinogen-like 2	1326	154	0	0	0	0	0	1	1	1	1	3.308381e-01	NaN	NaN	3.308381e-01	1
3026	DHX37	DEAH (Asp-Glu-Ala-His) box polypeptide 37	3580	2	0	0	1	0	0	0	1	1	1	3.311505e-01	NaN	NaN	3.311505e-01	1
3027	PTPRR	protein tyrosine phosphatase, receptor type, R	2028	26	0	0	1	0	0	0	1	1	1	3.312026e-01	NaN	NaN	3.312026e-01	1
3028	CLSTN1	calsyntenin 1	3018	14	0	0	1	0	0	0	1	1	1	3.313476e-01	NaN	NaN	3.313476e-01	1
3029	LPAR3	lysophosphatidic acid receptor 3	1070	180	0	0	2	0	0	0	2	2	2	1.005262e-01	1	9.670000e-01	3.314687e-01	1
3030	DNMT3B	DNA (cytosine-5-)-methyltransferase 3 beta	2686	20	0	0	1	0	0	0	1	1	1	3.318521e-01	NaN	NaN	3.318521e-01	1
3031	COPS6	COP9 constitutive photomorphogenic homolog subunit 6 (Arabidopsis)	1022	88	0	0	1	0	0	0	1	1	1	3.322125e-01	NaN	NaN	3.322125e-01	1
3032	ESYT3	extended synaptotagmin-like protein 3	2749	14	0	0	1	0	0	0	1	1	1	3.322362e-01	NaN	NaN	3.322362e-01	1
3033	GRPEL1	GrpE-like 1, mitochondrial (E. coli)	668	1	0	0	1	0	0	0	1	1	1	3.326927e-01	NaN	NaN	3.326927e-01	1
3034	DISP1	dispatched homolog 1 (Drosophila)	4605	80	0	1	1	0	0	0	1	1	1	3.327602e-01	NaN	NaN	3.327602e-01	1
3035	SYCP1	synaptonemal complex protein 1	3055	9	0	0	1	0	0	0	1	1	1	3.328722e-01	NaN	NaN	3.328722e-01	1
3036	GOLPH3	golgi phosphoprotein 3 (coat-protein)	909	180	0	0	0	1	0	0	1	1	1	3.331076e-01	NaN	NaN	3.331076e-01	1
3037	OR4C12	olfactory receptor, family 4, subfamily C, member 12	934	24	0	0	1	0	0	0	1	1	1	3.338825e-01	NaN	NaN	3.338825e-01	1
3038	CTDSPL2	CTD (carboxy-terminal domain, RNA polymerase II, polypeptide A) small phosphatase like 2	1449	10	0	0	1	0	0	0	1	1	1	3.339358e-01	NaN	NaN	3.339358e-01	1
3039	TEKT2	tektin 2 (testicular)	1331	7	1	0	1	0	0	0	1	1	1	3.341039e-01	NaN	NaN	3.341039e-01	1
3040	PTPN9	protein tyrosine phosphatase, non-receptor type 9	1830	38	0	0	1	0	0	0	1	1	1	3.343491e-01	NaN	NaN	3.343491e-01	1
3041	CAMTA2	calmodulin binding transcription activator 2	4455	2	0	0	1	0	0	0	1	1	1	3.345259e-01	NaN	NaN	3.345259e-01	1
3042	PLSCR4	phospholipid scramblase 4	1022	294	0	0	1	0	0	0	1	1	1	3.345589e-01	NaN	NaN	3.345589e-01	1
3043	PLCB3	phospholipase C, beta 3 (phosphatidylinositol-specific)	3825	7	1	0	1	0	0	0	1	1	1	3.346266e-01	NaN	NaN	3.346266e-01	1
3044	BMI1	BMI1 polycomb ring finger oncogene	1376	1	0	0	1	0	0	0	1	1	1	3.346592e-01	NaN	NaN	3.346592e-01	1
3045	EID3	EP300 interacting inhibitor of differentiation 3	1002	871	0	0	1	0	0	0	1	1	1	3.346967e-01	NaN	NaN	3.346967e-01	1
3046	SLC44A5	solute carrier family 44, member 5	2361	6	0	0	1	0	0	0	1	1	1	3.347090e-01	NaN	NaN	3.347090e-01	1
3047	DSC1	desmocollin 1	2787	18	0	0	1	0	0	0	1	1	1	3.348651e-01	NaN	NaN	3.348651e-01	1
3048	SLC13A5	solute carrier family 13 (sodium-dependent citrate transporter), member 5	1753	19	0	0	1	0	0	0	1	1	1	3.349193e-01	NaN	NaN	3.349193e-01	1
3049	NOTCH3	Notch homolog 3 (Drosophila)	7096	21	0	2	1	0	0	0	1	1	1	3.363767e-01	NaN	NaN	3.363767e-01	1
3050	DGKI	diacylglycerol kinase, iota	3331	3	0	1	1	1	0	0	2	2	2	1.028640e-01	1	7.960000e-01	3.368124e-01	1
3051	FSCN2	fascin homolog 2, actin-bundling protein, retinal (Strongylocentrotus purpuratus)	1408	62	0	0	2	0	0	0	2	2	2	1.028842e-01	1	4.350000e-01	3.368585e-01	1
3052	APOL2	apolipoprotein L, 2	1027	11	0	0	1	0	0	0	1	1	1	3.374711e-01	NaN	NaN	3.374711e-01	1
3053	PIGQ	phosphatidylinositol glycan anchor biosynthesis, class Q	2400	10	1	1	2	0	0	0	2	1	2	7.537377e-01	1	8.800000e-02	3.377170e-01	1
3054	ATRIP	ATR interacting protein	2440	46	0	1	1	0	0	0	1	1	1	3.377221e-01	NaN	NaN	3.377221e-01	1
3055	RGL1	ral guanine nucleotide dissociation stimulator-like 1	3809	8	0	0	1	0	0	0	1	1	1	3.377496e-01	NaN	NaN	3.377496e-01	1
3056	POLG	polymerase (DNA directed), gamma	3811	26	1	0	2	0	0	0	2	2	2	1.033203e-01	1	2.480000e-01	3.378493e-01	1
3057	UGT3A1	UDP glycosyltransferase 3 family, polypeptide A1	1676	24	0	0	1	0	0	0	1	1	1	3.379787e-01	NaN	NaN	3.379787e-01	1
3058	RNF31	ring finger protein 31	3598	23	0	0	1	0	0	0	1	1	1	3.386875e-01	NaN	NaN	3.386875e-01	1
3059	AP2A1	adaptor-related protein complex 2, alpha 1 subunit	3026	31	0	0	1	0	0	0	1	1	1	3.388287e-01	NaN	NaN	3.388287e-01	1
3060	MYLK3	myosin light chain kinase 3	2508	33	0	1	3	0	0	0	3	2	3	2.459618e-01	1	3.690000e-01	3.389277e-01	1
3061	FCN2	ficolin (collagen/fibrinogen domain containing lectin) 2 (hucolin)	972	11	0	1	1	0	0	0	1	1	1	3.390662e-01	NaN	NaN	3.390662e-01	1
3062	GIT2	G protein-coupled receptor kinase interactor 2	2392	22	0	0	1	0	0	0	1	1	1	3.390846e-01	NaN	NaN	3.390846e-01	1
3063	ANKK1	ankyrin repeat and kinase domain containing 1	2328	117	0	0	1	0	0	0	1	1	1	3.394476e-01	NaN	NaN	3.394476e-01	1
3064	ZBTB2	zinc finger and BTB domain containing 2	1553	41	0	0	1	0	0	0	1	1	1	3.396027e-01	NaN	NaN	3.396027e-01	1
3065	IL16	interleukin 16 (lymphocyte chemoattractant factor)	4072	6	0	0	1	0	0	0	1	1	1	3.396294e-01	NaN	NaN	3.396294e-01	1
3066	GLE1	GLE1 RNA export mediator homolog (yeast)	2171	150	1	0	1	0	0	0	1	1	1	3.399022e-01	NaN	NaN	3.399022e-01	1
3067	CPB1	carboxypeptidase B1 (tissue)	1296	97	0	0	1	0	0	0	1	1	1	3.400440e-01	NaN	NaN	3.400440e-01	1
3068	GPC6	glypican 6	1700	100	0	0	1	0	0	0	1	1	1	3.403154e-01	NaN	NaN	3.403154e-01	1
3069	NLN	neurolysin (metallopeptidase M3 family)	2235	31	0	0	1	0	0	0	1	1	1	3.403886e-01	NaN	NaN	3.403886e-01	1
3070	SCN9A	sodium channel, voltage-gated, type IX, alpha subunit	6038	27	1	1	2	0	0	2	4	3	4	3.785402e-01	1	2.540000e-01	3.404687e-01	1
3071	PTPRT	protein tyrosine phosphatase, receptor type, T	4507	9	0	0	1	1	1	0	3	3	3	1.045719e-01	1	9.230000e-01	3.406827e-01	1
3072	LONP2	lon peptidase 2, peroxisomal	2617	4	0	0	2	0	0	0	2	2	2	1.045800e-01	1	2.330000e-01	3.407011e-01	1
3073	ANO7	anoctamin 7	2969	27	2	0	1	0	0	0	1	1	1	3.407253e-01	NaN	NaN	3.407253e-01	1
3074	TMCC3	transmembrane and coiled-coil domain family 3	1446	31	0	1	1	0	0	0	1	1	1	3.410663e-01	NaN	NaN	3.410663e-01	1
3075	SYNGAP1	synaptic Ras GTPase activating protein 1 homolog (rat)	4253	3	0	0	1	0	0	0	1	1	1	3.415510e-01	NaN	NaN	3.415510e-01	1
3076	TMEM26	transmembrane protein 26	1127	72	0	0	1	0	0	0	1	1	1	3.416028e-01	NaN	NaN	3.416028e-01	1
3077	ICAM1	intercellular adhesion molecule 1 (CD54), human rhinovirus receptor	1623	19	0	0	1	0	0	0	1	1	1	3.416631e-01	NaN	NaN	3.416631e-01	1
3078	SEC14L1	SEC14-like 1 (S. cerevisiae)	2226	4	0	0	1	0	0	0	1	1	1	3.417300e-01	NaN	NaN	3.417300e-01	1
3079	SIDT2	SID1 transmembrane family, member 2	2601	11	0	0	1	0	0	0	1	1	1	3.420553e-01	NaN	NaN	3.420553e-01	1
3080	EPS15L1	epidermal growth factor receptor pathway substrate 15-like 1	2685	1	0	0	2	0	0	0	2	2	2	1.051931e-01	1	9.460000e-01	3.420834e-01	1
3081	CACNG8	calcium channel, voltage-dependent, gamma subunit 8	1293	130	0	0	1	0	0	0	1	1	1	3.421665e-01	NaN	NaN	3.421665e-01	1
3082	AOC2	amine oxidase, copper containing 2 (retina-specific)	2285	23	0	1	0	0	0	1	1	1	1	3.423699e-01	NaN	NaN	3.423699e-01	1
3083	FAM151A	family with sequence similarity 151, member A	1792	9	0	0	1	0	0	0	1	1	1	3.423867e-01	NaN	NaN	3.423867e-01	1
3084	PSEN2	presenilin 2 (Alzheimer disease 4)	1387	46	0	0	1	0	0	0	1	1	1	3.424769e-01	NaN	NaN	3.424769e-01	1
3085	CCDC112	coiled-coil domain containing 112	1626	54	0	0	1	0	0	0	1	1	1	3.427156e-01	NaN	NaN	3.427156e-01	1
3086	GFM2	G elongation factor, mitochondrial 2	2767	17	0	0	0	0	0	1	1	1	1	3.429398e-01	NaN	NaN	3.429398e-01	1
3087	ADAMTS1	ADAM metallopeptidase with thrombospondin type 1 motif, 1	2936	39	0	0	1	0	0	0	1	1	1	3.430760e-01	NaN	NaN	3.430760e-01	1
3088	KRTAP5-3	keratin associated protein 5-3	721	5	0	1	1	0	0	0	1	1	1	3.434728e-01	NaN	NaN	3.434728e-01	1
3089	AGMAT	agmatine ureohydrolase (agmatinase)	1083	47	0	0	1	0	0	0	1	1	1	3.435106e-01	NaN	NaN	3.435106e-01	1
3090	YME1L1	YME1-like 1 (S. cerevisiae)	2480	22	0	0	1	0	0	0	1	1	1	3.435518e-01	NaN	NaN	3.435518e-01	1
3091	SLC7A2	solute carrier family 7 (cationic amino acid transporter, y+ system), member 2	2284	97	0	1	1	0	0	0	1	1	1	3.437892e-01	NaN	NaN	3.437892e-01	1
3092	PARD6G	par-6 partitioning defective 6 homolog gamma (C. elegans)	1139	1	0	0	1	0	0	0	1	1	1	3.438375e-01	NaN	NaN	3.438375e-01	1
3093	NT5C1B	5'-nucleotidase, cytosolic IB	1869	47	0	0	2	0	0	0	2	2	2	1.060029e-01	1	6.030000e-01	3.439041e-01	1
3094	RREB1	ras responsive element binding protein 1	5269	78	0	1	3	0	0	0	3	3	3	2.845562e-01	1	3.710000e-01	3.442104e-01	1
3095	LSS	lanosterol synthase (2,3-oxidosqualene-lanosterol cyclase)	2289	2	4	1	3	0	0	0	3	3	3	6.281454e-01	1	1.160000e-01	3.442488e-01	1
3096	NAALADL2	N-acetylated alpha-linked acidic dipeptidase-like 2	2442	88	0	0	1	1	0	0	2	2	2	1.061947e-01	1	9.620000e-01	3.443343e-01	1
3097	SEMA6C	sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6C	2961	42	0	1	1	0	0	0	1	1	1	3.443501e-01	NaN	NaN	3.443501e-01	1
3098	ASAP3	ArfGAP with SH3 domain, ankyrin repeat and PH domain 3	2831	40	0	0	1	0	0	0	1	1	1	3.449440e-01	NaN	NaN	3.449440e-01	1
3099	P2RX4	purinergic receptor P2X, ligand-gated ion channel, 4	1211	13	0	1	1	0	0	0	1	1	1	3.451528e-01	NaN	NaN	3.451528e-01	1
3100	ST20	suppressor of tumorigenicity 20	250	0	1	0	1	0	0	0	1	1	1	3.451831e-01	NaN	NaN	3.451831e-01	1
3101	KRT33A	keratin 33A	1241	7	0	0	1	0	0	0	1	1	1	3.454618e-01	NaN	NaN	3.454618e-01	1
3102	GLB1L	galactosidase, beta 1-like	2803	3	0	0	1	0	0	0	1	1	1	3.457698e-01	NaN	NaN	3.457698e-01	1
3103	C20orf201	chromosome 20 open reading frame 201	729	0	0	1	2	0	0	0	2	2	2	9.548078e-01	1	8.600000e-02	3.459996e-01	1
3104	FPR1	formyl peptide receptor 1	1057	50	0	0	1	0	0	0	1	1	1	3.462171e-01	NaN	NaN	3.462171e-01	1
3105	DSG3	desmoglein 3 (pemphigus vulgaris antigen)	3061	2	0	0	2	0	0	0	2	2	2	1.070564e-01	1	8.820000e-01	3.462632e-01	1
3106	PLIN4	perilipin 4	4094	30	0	0	1	0	0	0	1	1	1	3.463377e-01	NaN	NaN	3.463377e-01	1
3107	CEP120	centrosomal protein 120kDa	3041	7	0	0	1	0	0	0	1	1	1	3.467996e-01	NaN	NaN	3.467996e-01	1
3108	HUNK	hormonally upregulated Neu-associated kinase	2185	34	0	0	1	0	0	0	1	1	1	3.468442e-01	NaN	NaN	3.468442e-01	1
3109	DLG1	discs, large homolog 1 (Drosophila)	2919	21	1	0	1	0	0	0	1	1	1	3.470627e-01	NaN	NaN	3.470627e-01	1
3110	MOGS	mannosyl-oligosaccharide glucosidase	2530	41	0	0	2	0	0	0	2	2	2	1.074365e-01	1	4.870000e-01	3.471118e-01	1
3111	PLEKHG4	pleckstrin homology domain containing, family G (with RhoGef domain) member 4	3658	2	0	2	2	1	0	0	3	3	3	1.075796e-01	1	4.830000e-01	3.474309e-01	1
3112	YARS	tyrosyl-tRNA synthetase	1635	1	0	0	2	0	0	0	2	2	2	1.076582e-01	1	9.480000e-01	3.476062e-01	1
3113	ABCA10	ATP-binding cassette, sub-family A (ABC1), member 10	4873	3	0	0	2	0	0	0	2	2	2	1.077062e-01	1	8.810000e-01	3.477130e-01	1
3114	DHX38	DEAH (Asp-Glu-Ala-His) box polypeptide 38	3788	4	0	0	1	0	0	0	1	1	1	3.477231e-01	NaN	NaN	3.477231e-01	1
3115	NPPC	natriuretic peptide precursor C	385	0	0	0	1	0	0	0	1	1	1	3.478246e-01	NaN	NaN	3.478246e-01	1
3116	SP140	SP140 nuclear body protein	2823	46	0	0	1	0	0	0	1	1	1	3.478798e-01	NaN	NaN	3.478798e-01	1
3117	PRDM10	PR domain containing 10	3597	19	0	0	2	0	0	0	2	2	2	1.078156e-01	1	6.520000e-01	3.479569e-01	1
3118	CLCN7	chloride channel 7	2514	57	0	0	1	0	0	0	1	1	1	3.481653e-01	NaN	NaN	3.481653e-01	1
3119	SHISA3	shisa homolog 3 (Xenopus laevis)	721	17	0	0	1	0	0	0	1	1	1	3.483802e-01	NaN	NaN	3.483802e-01	1
3120	PFKP	phosphofructokinase, platelet	2441	69	0	2	1	0	0	0	1	1	1	3.485015e-01	NaN	NaN	3.485015e-01	1
3121	NLGN3	neuroligin 3	2575	26	0	0	1	0	0	0	1	1	1	3.485477e-01	NaN	NaN	3.485477e-01	1
3122	ARMC9	armadillo repeat containing 9	2078	26	1	0	1	0	0	0	1	1	1	3.486750e-01	NaN	NaN	3.486750e-01	1
3123	TNNT3	troponin T type 3 (skeletal, fast)	923	0	0	0	1	0	0	0	1	1	1	3.488847e-01	NaN	NaN	3.488847e-01	1
3124	DHX34	DEAH (Asp-Glu-Ala-His) box polypeptide 34	3492	7	1	0	1	0	0	0	1	1	1	3.489524e-01	NaN	NaN	3.489524e-01	1
3125	AMMECR1	Alport syndrome, mental retardation, midface hypoplasia and elliptocytosis chromosomal region, gene 1	1024	2	0	0	1	0	0	0	1	1	1	3.490389e-01	NaN	NaN	3.490389e-01	1
3126	OR2T1	olfactory receptor, family 2, subfamily T, member 1	1109	111	0	0	1	0	0	0	1	1	1	3.491800e-01	NaN	NaN	3.491800e-01	1
3127	ICAM5	intercellular adhesion molecule 5, telencephalin	3158	79	0	1	1	0	0	0	1	1	1	3.491921e-01	NaN	NaN	3.491921e-01	1
3128	ATP8A2	ATPase, aminophospholipid transporter-like, class I, type 8A, member 2	3711	5	0	0	1	0	0	0	1	1	1	3.492032e-01	NaN	NaN	3.492032e-01	1
3129	GABRA5	gamma-aminobutyric acid (GABA) A receptor, alpha 5	1425	83	0	0	1	0	0	0	1	1	1	3.492352e-01	NaN	NaN	3.492352e-01	1
3130	MSRA	methionine sulfoxide reductase A	743	109	0	0	1	0	0	0	1	1	1	3.498523e-01	NaN	NaN	3.498523e-01	1
3131	UTP20	UTP20, small subunit (SSU) processome component, homolog (yeast)	8602	6	0	0	2	0	0	0	2	2	2	2.340313e-01	1	3.290000e-01	3.501994e-01	1
3132	ALS2	amyotrophic lateral sclerosis 2 (juvenile)	5182	6	1	0	1	0	0	0	1	1	1	3.504799e-01	NaN	NaN	3.504799e-01	1
3133	NFE2L3	nuclear factor (erythroid-derived 2)-like 3	2097	89	0	0	1	0	0	0	1	1	1	3.510442e-01	NaN	NaN	3.510442e-01	1
3134	IGHMBP2	immunoglobulin mu binding protein 2	3040	1	0	2	2	0	0	1	3	3	3	1.092549e-01	1	4.140000e-01	3.511530e-01	1
3135	DGCR8	DiGeorge syndrome critical region gene 8	2371	7	0	0	1	0	0	0	1	1	1	3.515124e-01	NaN	NaN	3.515124e-01	1
3136	PARP14	poly (ADP-ribose) polymerase family, member 14	5472	26	1	0	1	0	0	0	1	1	1	3.515148e-01	NaN	NaN	3.515148e-01	1
3137	TM7SF3	transmembrane 7 superfamily member 3	1757	38	1	0	1	0	0	0	1	1	1	3.516979e-01	NaN	NaN	3.516979e-01	1
3138	NT5DC2	5'-nucleotidase domain containing 2	1853	0	2	0	0	0	1	0	1	1	1	3.518656e-01	NaN	NaN	3.518656e-01	1
3139	GALNT8	UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 8 (GalNAc-T8)	1956	44	0	1	1	0	0	0	1	1	1	3.519681e-01	NaN	NaN	3.519681e-01	1
3140	PACSIN3	protein kinase C and casein kinase substrate in neurons 3	1311	12	0	0	2	0	0	0	2	2	2	1.096258e-01	1	5.030000e-01	3.519736e-01	1
3141	TACSTD2	tumor-associated calcium signal transducer 2	972	3	0	0	1	0	0	0	1	1	1	3.522951e-01	NaN	NaN	3.522951e-01	1
3142	ACSS2	acyl-CoA synthetase short-chain family member 2	2217	9	0	0	1	0	0	0	1	1	1	3.529524e-01	NaN	NaN	3.529524e-01	1
3143	PIK3C2B	phosphoinositide-3-kinase, class 2, beta polypeptide	5033	7	0	0	1	0	0	0	1	1	1	3.529892e-01	NaN	NaN	3.529892e-01	1
3144	KCTD17	potassium channel tetramerisation domain containing 17	923	350	0	0	1	0	0	0	1	1	1	3.531678e-01	NaN	NaN	3.531678e-01	1
3145	KPNA5	karyopherin alpha 5 (importin alpha 6)	1677	40	0	0	1	0	0	0	1	1	1	3.531789e-01	NaN	NaN	3.531789e-01	1
3146	DHX15	DEAH (Asp-Glu-Ala-His) box polypeptide 15	2440	22	0	0	1	0	0	0	1	1	1	3.532403e-01	NaN	NaN	3.532403e-01	1
3147	TRIM71	tripartite motif-containing 71	2621	67	0	0	1	0	0	0	1	1	1	3.532451e-01	NaN	NaN	3.532451e-01	1
3148	ACTA2	actin, alpha 2, smooth muscle, aorta	1199	6	0	0	1	0	0	0	1	1	1	3.532616e-01	NaN	NaN	3.532616e-01	1
3149	NRIP1	nuclear receptor interacting protein 1	3477	32	0	0	1	0	0	1	2	2	2	1.103475e-01	1	8.200000e-01	3.535668e-01	1
3150	DGCR2	DiGeorge syndrome critical region gene 2	1689	16	1	0	0	0	0	1	1	1	1	3.536419e-01	NaN	NaN	3.536419e-01	1
3151	NEK4	NIMA (never in mitosis gene a)-related kinase 4	2586	4	0	0	1	0	0	0	1	1	1	3.537439e-01	NaN	NaN	3.537439e-01	1
3152	NMUR2	neuromedin U receptor 2	1260	13	0	1	1	0	0	0	1	1	1	3.537926e-01	NaN	NaN	3.537926e-01	1
3153	ICK	intestinal cell (MAK-like) kinase	1948	3	0	0	0	0	0	1	1	1	1	3.540327e-01	NaN	NaN	3.540327e-01	1
3154	SLCO5A1	solute carrier organic anion transporter family, member 5A1	2579	36	0	0	1	0	0	0	1	1	1	3.541386e-01	NaN	NaN	3.541386e-01	1
3155	SACS	spastic ataxia of Charlevoix-Saguenay (sacsin)	13772	4	0	0	4	1	0	0	5	5	5	1.106297e-01	1	8.530000e-01	3.541884e-01	1
3156	MACROD2	MACRO domain containing 2	3366	7	1	0	1	0	0	0	1	1	1	3.545305e-01	NaN	NaN	3.545305e-01	1
3157	UAP1	UDP-N-acteylglucosamine pyrophosphorylase 1	1554	52	0	0	1	0	0	0	1	1	1	3.546835e-01	NaN	NaN	3.546835e-01	1
3158	C19orf26	chromosome 19 open reading frame 26	1376	3	0	1	1	0	0	0	1	1	1	3.547017e-01	NaN	NaN	3.547017e-01	1
3159	SYT7	synaptotagmin VII	1246	28	1	0	1	0	0	0	1	1	1	3.547290e-01	NaN	NaN	3.547290e-01	1
3160	RAPGEF6	Rap guanine nucleotide exchange factor (GEF) 6	5396	3	0	0	1	0	0	0	1	1	1	3.547383e-01	NaN	NaN	3.547383e-01	1
3161	EVX1	even-skipped homeobox 1	1232	12	1	0	2	0	0	0	2	2	2	1.108988e-01	1	9.750000e-01	3.547806e-01	1
3162	SNPH	syntaphilin	1501	72	0	0	1	0	0	0	1	1	1	3.547825e-01	NaN	NaN	3.547825e-01	1
3163	GAB1	GRB2-associated binding protein 1	2215	5	0	0	1	0	0	0	1	1	1	3.549793e-01	NaN	NaN	3.549793e-01	1
3164	NUAK1	NUAK family, SNF1-like kinase, 1	2010	42	0	0	1	0	0	0	1	1	1	3.551282e-01	NaN	NaN	3.551282e-01	1
3165	CAPZA3	capping protein (actin filament) muscle Z-line, alpha 3	1045	164	0	0	1	0	0	0	1	1	1	3.553502e-01	NaN	NaN	3.553502e-01	1
3166	CEP350	centrosomal protein 350kDa	9502	27	2	0	0	1	0	0	1	1	1	3.553869e-01	NaN	NaN	3.553869e-01	1
3167	KLHDC8A	kelch domain containing 8A	1069	50	0	0	1	0	0	0	1	1	1	3.553932e-01	NaN	NaN	3.553932e-01	1
3168	SLC34A2	solute carrier family 34 (sodium phosphate), member 2	2121	77	0	0	1	0	0	0	1	1	1	3.555379e-01	NaN	NaN	3.555379e-01	1
3169	DNM3	dynamin 3	2672	36	2	0	2	0	0	0	2	2	2	1.113050e-01	1	5.120000e-01	3.556729e-01	1
3170	AGL	amylo-1, 6-glucosidase, 4-alpha-glucanotransferase (glycogen debranching enzyme, glycogen storage disease type III)	4802	2	0	0	2	0	0	0	2	2	2	4.527448e-01	1	2.170000e-01	3.558272e-01	1
3171	ANKS1A	ankyrin repeat and sterile alpha motif domain containing 1A	3507	1	2	1	3	0	0	0	3	3	3	5.279111e-01	1	1.400000e-01	3.558579e-01	1
3172	COG5	component of oligomeric golgi complex 5	4036	19	0	0	1	0	0	1	2	2	2	1.741031e-01	1	6.270000e-01	3.559385e-01	1
3173	CDC25A	cell division cycle 25 homolog A (S. pombe)	1631	6	0	0	1	0	0	0	1	1	1	3.559966e-01	NaN	NaN	3.559966e-01	1
3174	CTTN	cortactin	2127	70	1	0	1	0	0	0	1	1	1	3.564362e-01	NaN	NaN	3.564362e-01	1
3175	PDGFRL	platelet-derived growth factor receptor-like	1150	16	0	0	1	0	0	0	1	1	1	3.566491e-01	NaN	NaN	3.566491e-01	1
3176	UNC13D	unc-13 homolog D (C. elegans)	3397	12	0	0	2	0	0	0	2	2	2	1.118238e-01	1	7.080000e-01	3.568108e-01	1
3177	SCTR	secretin receptor	1371	20	0	0	1	0	0	0	1	1	1	3.568671e-01	NaN	NaN	3.568671e-01	1
3178	NMNAT2	nicotinamide nucleotide adenylyltransferase 2	1036	54	0	0	1	0	0	0	1	1	1	3.569629e-01	NaN	NaN	3.569629e-01	1
3179	PIGO	phosphatidylinositol glycan anchor biosynthesis, class O	3309	3	0	0	2	0	0	0	2	1	2	5.829814e-01	1	1.400000e-01	3.570488e-01	1
3180	RASGRP2	RAS guanyl releasing protein 2 (calcium and DAG-regulated)	1972	4	0	0	1	0	0	0	1	1	1	3.572187e-01	NaN	NaN	3.572187e-01	1
3181	TGFBRAP1	transforming growth factor, beta receptor associated protein 1	2630	16	0	0	1	0	0	0	1	1	1	3.573063e-01	NaN	NaN	3.573063e-01	1
3182	PRUNE2	prune homolog 2 (Drosophila)	9339	12	0	0	3	0	0	0	3	2	3	2.078943e-01	1	4.610000e-01	3.573172e-01	1
3183	OR10X1	olfactory receptor, family 10, subfamily X, member 1	972	8	0	0	1	0	0	0	1	1	1	3.574669e-01	NaN	NaN	3.574669e-01	1
3184	TTF2	transcription termination factor, RNA polymerase II	3579	8	0	0	1	0	0	0	1	1	1	3.576906e-01	NaN	NaN	3.576906e-01	1
3185	KRT2	keratin 2 (epidermal ichthyosis bullosa of Siemens)	1954	13	0	0	1	0	0	0	1	1	1	3.578285e-01	NaN	NaN	3.578285e-01	1
3186	CYP17A1	cytochrome P450, family 17, subfamily A, polypeptide 1	1555	60	0	0	1	0	0	0	1	1	1	3.578567e-01	NaN	NaN	3.578567e-01	1
3187	AHR	aryl hydrocarbon receptor	2587	1	0	0	1	0	0	0	1	1	1	3.580523e-01	NaN	NaN	3.580523e-01	1
3188	SMEK2	SMEK homolog 2, suppressor of mek1 (Dictyostelium)	2614	2	0	0	0	1	0	0	1	1	1	3.580755e-01	NaN	NaN	3.580755e-01	1
3189	PLK3	polo-like kinase 3 (Drosophila)	1999	41	0	0	1	0	0	0	1	1	1	3.580770e-01	NaN	NaN	3.580770e-01	1
3190	MSGN1	mesogenin 1	581	1	0	0	1	0	0	0	1	1	1	3.582090e-01	NaN	NaN	3.582090e-01	1
3191	ARNT2	aryl-hydrocarbon receptor nuclear translocator 2	2226	2	0	0	1	0	0	0	1	1	1	3.584707e-01	NaN	NaN	3.584707e-01	1
3192	SH3GL1	SH3-domain GRB2-like 1	1143	7	0	0	1	0	0	0	1	1	1	3.589120e-01	NaN	NaN	3.589120e-01	1
3193	ACSS1	acyl-CoA synthetase short-chain family member 1	2122	13	0	0	1	0	0	0	1	1	1	3.591184e-01	NaN	NaN	3.591184e-01	1
